"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2991"," ended  ordering    petite online      store  found  regular length    bit  long  flowy   preferred     tailored   cute   trend  wait  wear    dark flare jeans",0,3,0,0,1,1,0,2,2,4
"2992","   great casual skirt  ordered    xs petite   fit perfectly  colors  nice  dont    choose      taupe skirt  leaning   slate color  fit   flattering waist  snug   tight  fabric  soft  wear   fall   winter  tights  recommend  lbs   waist",0,0,0,0,1,1,0,3,2,3
"2993","     dress   short sleeved   sleeveless  fit  needsnot  short nice  neck   deep pretty embroidery     dress    couple  downsidesi wore  dress  tightsand due   nature   fabric cotton    glide    rode    tights    bit wide int  mid section  wanted  easy   tightform fitting dress        fabric   mid section",0,3,0,0,3,0,0,2,0,3
"2994","  disappointed   fit   potentially  cute shirt   large    fabric   im   xs      shape   size   small bod  wouldnt  minded  longer length       fit  top    colors    bit duller  person love  concept ",1,1,1,0,1,1,0,1,2,4
"2995","   good basic casual skirt   grayish color   great neutral     store  kind  hanging    decided       wear    skirts     size   hd   grabbed    fit         snug   sizing   fabric  soft  flowy   work    late summer  early fall id recommend ",1,3,1,1,2,3,1,5,4,4
"2996"," run  large   wear      paige jeans      shorts    big   fear           short",1,0,0,1,0,0,0,1,2,0
"2997"," pretty top   colors  style       delivered  timely manner highly recommend",0,2,0,0,1,0,0,3,0,4
"2998","cute top    compliments   wear    boxy  style",0,1,0,0,0,0,0,2,1,2
"2999"," pretty bohemian dress  murdered   horrible rayon fabric  metallic thread  feels   needles pricking  skin    pretty high itch tolerance  wool doesnt bother    im       reviewers  tolerating  dress    slip  doesnt cover  arms  makes    tear  dress   decided    wear   autumnwinter dress     remove  slip wear  deep scoop neck long sleeve top undernea",2,3,1,2,1,1,1,4,5,2
"3000","   lb   xs petitethe embroidery    nice thing   dress      unflattering   huge puffy sleeves   reviewer       shift      worth  price  sale",0,0,0,0,0,0,0,0,1,1
"3001","love  skirt       size larger  usual   length  perfect     love  color    slatecan  dressed   ",0,1,1,0,2,0,1,3,0,3
"3002","purchased  gray patterned top   fit tts   didnt fit  im  athletic build    bust    wouldnt fit    shoulderneck area im pretty confident   fit     busty    doublesided fabric  soft  felt    washwear   nice length  aroundtop  sleeves",0,2,1,0,2,1,0,3,0,5
"3003","   super cute tank fits good flowy  airy        mind  summer fits good",1,1,0,0,1,0,1,1,1,2
"3004"," fabric   top   tee shirt mid weight material    nice drape   color variations   vee  true   photo  purchased size large    bit wide  long   frame   safely size   fabric drapes nicely   didnt   sleeves  length   fits large   returning",1,3,1,1,1,1,1,2,2,2
"3005","   yellow striped dress    store    completely sheer",0,1,0,0,0,0,0,0,0,2
"3006","ordered  top online  wanted  love    fit     love  drape   front     hit    place  fabric  soft    high end     expecting  love flannel tops  wanted   formal   sadly    back",1,2,0,0,1,1,0,1,2,2
"3007","     shirt online    excited  reminded     love shopping   fall        disappointed  person  fabric   colors  gorgeous  fairly lightweight   flannel   soft  comfy cozy  love  navycream polka dot     inside   cuffs  collar     buttons  cute    put      comfortable   made      pregnant    side  ",1,2,1,0,4,2,2,3,2,6
"3008","great top     colors   front  short  ordered  medium   wear  small     long waisted   order  small",0,2,0,0,0,0,0,2,2,1
"3009","  daughters    wear  size small   heights range       dress  sloppy       dont   size  small   made  difference  length     place im        fit  bra   picture   positive side   soft   work   beach cover ",0,0,1,0,1,0,0,2,3,0
"3010","   amazing  skirt     exciting pattern      flattering    light weight thoughalmost flimsy butit    deal breaker  wear   love ",0,3,1,1,5,1,3,3,2,5
"3011","    yellow    price          piece   quality   average   retailer dress    shapeless thin beach coverup   couldve picked    yellow color   cute   youre    light breezy gotothebeach dress    shove   bag   towel    good      thin     ",1,1,0,0,2,0,1,1,1,2
"3012","   chance    green extra small  size smaller   normal size       left   thought   wear    sweater    awesome  waste   liner    amazing cut  fabric   flattering   soft",0,1,1,0,2,0,1,2,3,3
"3013","",0,0,0,0,0,0,0,0,0,0
"3014"," bring back  top",0,1,0,0,0,0,0,1,0,1
"3015"," love    casual winter day  fabric   soft  draping    unique   cozy  nice   bit big  opt  size ",0,0,0,0,1,0,1,0,0,2
"3016"," purchased    yellow xs    comfortable  extremely seethrough youd   wear  slip   underneath   im     work based   style     wore  strapless bra    seethrough     return ",0,0,0,0,0,0,1,1,2,0
"3017","   gorgeous buttondown  colors  stunning   love  mix  blue  brown  fabric  super soft  drapes    feel   shirt runs true  size im  xxs petite   fit perfect     winner",0,2,0,0,4,1,1,1,0,4
"3018","  top   blueorange plaid  super cute   love  style     typical straight button  plans shirt",0,1,0,0,1,0,0,1,0,3
"3019"," highly recommend ",0,0,0,0,0,0,0,1,0,1
"3020","     picture   top shoulder part  sheet  transparent     long  dress length  feels  quality   retailer  carries",0,2,0,0,0,0,0,2,0,2
"3021"," purchased  bright red color   bandeau top  color  vibrant    style   cute   made  chest   big   quality   nice  im     gorgeous   body types",0,1,0,0,1,0,0,1,0,3
"3022"," feel  love   piece  color  gorgeous   received   compliments  lifted  mood  wearing  sadly ut  end    wear    run   front    middle    wear  light fabric  caught     hole developed   inspection  found  hole   top   price tag    attached   noticed   pilling    wear  sad   recreate    heavy fabric",0,1,0,0,3,1,0,3,2,5
"3023","  super cute   colors   vibrant   thin   wear  tanks   summer      hole forming   upper back shoulder   guess  material     thin      money     holes  easily",1,2,0,0,1,0,2,3,1,3
"3024"," snagged    day  wore    wedding ring    delicate    wear   im   kids   pull          night  wrap  guess",0,0,0,0,0,0,1,1,1,1
"3025"," colors   kimono  amazing    loved     noticed  delicateness   material    delicate  parts  starting  fray  including    kimonos label  sad",0,0,0,0,0,0,0,1,1,1
"3026"," suit   flattering  comfortable  love  pattern   removable strap   downside   top   suit folds  easily showing  lining   top     case   suits ive bought  retailer    flattering    live   flaw",0,1,0,1,2,2,0,1,2,3
"3027"," top  elegant   stirrup pants  feels  heaven    soft fitted   neck  arms  loose  swingy   trunk   beautifully finished hem  yarn  twotoned heather",0,1,0,0,1,0,0,1,0,2
"3028"," attracted  wool   warmth  breathability  jacket  great style    casual  dressed    slightly  boxy  expected    lends   casual  find  wearing   lot",0,1,0,0,0,0,0,0,0,0
"3029"," dress   great color fabric   style   flattering im wearing   wedding     great   events  fall dressy    cocktail party    wear  church",0,1,0,0,2,1,0,2,2,2
"3030"," sweater  grows    time  put      comfortable flattering  literally  perfect winter sweater  length  long   comfortable  leggings  skinny jeans absolutely love     cream color      wear  tank    material    perfect",0,4,0,0,4,0,1,2,1,4
"3031"," skirt  stunning    reviewer        beautiful thing   closet  colors   striking    flattering   find  skirts  kind  pouf    hips  add bulk   lays nice  flat   great  material   soft  simple   love  frayed edges   bottom         weigh  lbs     xs   fits perfectly    true  size  thing   ",1,1,0,0,4,2,0,2,3,5
"3032","  imagine  dress working   size    small thin  average height woman     pants  size  bust   tall  dress  huge  sized            dresses   dress   big        size        shoulders   fit    ginormous      wedding   months      months pregnant   wouldnt work     months pregnant  carrying tr",0,0,0,0,0,0,0,0,1,1
"3033","   store today       pink    bright pink      hot pink   appears   image online    solid    bought        runs  size large highly recommend",1,1,0,0,0,0,0,1,0,3
"3034","  surprise  vest   sleevesbut   zip  halfwayso  armpit  show      jacket  ripped   armpit area    good question   run  smallim  feet tall  weighs  poundsluckily    left  size lso  ordered   fits perfectly",1,1,0,1,2,0,2,2,2,3
"3035"," love  sweater   color     order  sweater  line       person  color     burnt orange  fit  perfect   wear  skinny jeans  leggings",0,1,1,0,2,0,0,2,2,2
"3036","comfortable decent quality   casual",0,0,0,0,0,0,0,0,0,1
"3037","       dress              structure   figure      cute comfy throwon dress   wear tennis bootles  ",0,0,0,0,0,0,0,2,1,2
"3038"," great   pretty slender personthen  loose flowy style   attractive",0,1,0,0,1,0,0,1,0,2
"3039"," stone color  nice   material  heavy  doesnt breath    partial   natural fabrics       item upside     imagine  shirt  ",1,0,0,0,0,0,0,0,1,0
"3040","  short  curvy   shirt swallowed  sleeves   long",0,1,0,0,0,0,0,0,0,0
"3041"," bought    color love    fit     soft washing  drying     big issue   didnt notice  shrinking  wear xs   depending   fabric  cut    bought  small im   lbs   loose  flowy   overly baggy  tail   shirt reaches    butt  youre   wear    pencil skirt  low rise jeans  buttons   side          doesn",0,0,0,0,1,0,0,1,3,1
"3042","   beautiful dress light  delicate    usual xsmall     lbs     slip   slip   bit fitted  worked          issue   easily  resolved    ivory  nude slip   worth   cute dress",0,0,0,0,1,0,1,1,1,4
"3043"," bought  dress   fall wedding   receiving    impressed   quality  lace   color       seam   back  slit  high   undies  visible     assume   dress   received  defective  didnt  make sense    length   dress       time   return     seam completed   alteration    dime    happy   dress ",1,3,1,1,2,2,1,2,3,5
"3044","   online  thought    prettyso  ordered  large   im   medium  retailer shirts  thought     extra room  layer     store returning      medium   large       large    big   shoulders  chest    sweater  medium    tight   hipsbut ",0,2,0,0,0,0,0,0,0,2
"3045","fit   medium   flattering     recommend ordering  regular size     pretty ",0,1,0,0,2,0,0,2,0,3
"3046","ive wanted  vest   past  years    find  perfect     material  perfect   colors  amazing    vest    wear  year    recommend ",0,1,0,0,1,0,0,3,1,2
"3047","love  pants   colors style fit      pair  retailer active pants ive ordered  ive discovered   hole      cheap pants   poor quality  inexcusable",1,0,1,0,1,1,0,0,2,1
"3048","  agree    reviewer  photos     shirt justice   cute  fits   photos   models  terrible",2,0,1,1,0,1,0,1,2,3
"3049","",0,0,0,0,0,0,0,0,0,0
"3050"," im  tall  lbs        size medium fit  perfectly im         cloth  stone   medium fit   means  runs   big",1,0,0,0,0,0,0,0,1,0
"3051","",0,0,0,0,0,0,0,0,0,0
"3052","  wanted  plain white shirt    interest   side buttons add    means     tuck  shirt     tunic",0,1,0,0,1,0,0,1,0,2
"3053","pretty easytowear dress loose fitting   typically  size  size  fit           size    wanted     fitted   chestarms",0,2,0,0,2,0,0,2,0,2
"3054","beautifully made  constructed  kangaroo pouch   character turtleneck   low sweater   appealing great buy    sale",0,0,0,0,0,0,0,0,0,0
"3055"," purchased  dress   red color  quality  excellent  zipper    hard  work   lace   caught    neckline    high  im   lbs  dress fit perfectly       nude fabric showing   dress  feel   dress isnt versatile     somethings    great  weddings  bridalbaby showers due   lack  versatility   fact   wasnt  love    returned",1,0,0,1,2,1,0,3,2,3
"3056","  top online  thought   give      glad       thing wrong   top cute design nice weight fabricno cami needed underneath   fits    reference     lbs         literally  piece  clothing   wear   bottom half   body",1,4,1,1,2,2,1,3,5,4
"3057","   keeper",0,0,0,0,0,0,0,0,0,0
"3058","id recommend   top    understanding  limitations  beautiful   bought    reading   critical  accurate reviews    loved   paired   skirt   size   rigid form   embellished straps  lie funny   rest   top fits bizarrely     short    expose  bottom   stomach   lots  fabric    flows     accentuating  stomach  ma",2,2,2,1,1,2,0,4,4,7
"3059","love  top  swingloose tops   size  im         fit                 reviewers     top part  laying flat  size       white     nude bandeau bra   works ",0,2,0,0,2,0,0,2,0,3
"3060","    unique   made top    online  thought    boxy         local retailer  fits perfectly   love  shape  bought  size small        long shirt skims    belt line     careful  laundering      lot  wear   ",2,3,0,1,1,0,1,2,4,5
"3061"," loved  design online   sweater  bulky  boxy   chosen  cream  blue    back    pictures   beigecream  represents    made    wide loved  online   wasnt   returned ",0,1,0,0,1,1,1,0,0,2
"3062","  absolutely    comfortable  versatile   dressed   dressed  great thing     closet   dont    wear",0,0,0,0,0,0,0,1,1,0
"3063","absolutely loved  top    washed   underside color ran   stitching    white       bottom hem     cool  lining   mustard color    cold water wash  flat  dry  noticed   stitching   bottom  mustard color  bled     area   mustard color stitching ",0,2,0,0,1,1,0,2,2,3
"3064","",0,0,0,0,0,0,0,0,0,0
"3065","   disappointed bc  loved  top",1,1,1,0,0,1,0,1,1,1
"3066"," held  breath   slid      time     package   size   perfect   usual medium size  shortwaisted   blouse    find luxurious linen   unique appealing design excellent fit  pleat   back  nice room  make  fit    vneck    deep thankfully bra friendly  slightly lower back length  stylish   extreme  finally admirable craftsmanship  highly recommend   feel di",0,4,1,0,6,1,2,7,1,9
"3067"," found  top   beginning   summer  waited     sale  snag   honestly      sooner  paid full price  perfect  navy shorts  white jeans   dress   dress     bit short   bottom    flattering   recommend        throw    easy outfit  worth  sale price",0,3,0,0,4,1,1,5,2,8
"3068"," loved  dress    ft tall   wear xs  dress      xxs    things   tight     roomy   style  lost     long        kind  hung    material  light  substantial    lot  stretch      nice    silky feel    worn dressy   day   good dress   waiting   xxs        recommend ",0,2,0,0,2,2,1,4,3,3
"3069"," dress   perfect combination  beauty  comfort  quality  excellent   forgiving fit    paired  black heels   formal   flats    easy date night      positive things  ",0,2,0,0,4,1,0,4,1,5
"3070"," ordered  skirt     excited       photo doesnt    colors justice  contrast   bright colors makes  skirt    kind  returned  item         pattern     wrong place  emphasized  thighs     pearshaped ladies  side profile   thighs   skirt   horrible",1,1,1,1,2,0,1,3,2,3
"3071"," love  color combination   bodice   falttering    tiny bit  stretch  tulle   feminine  love    wear    moto jacket sizing    petite   short   regualr size   petite     short    younger",0,0,0,0,1,0,0,1,1,2
"3072"," love  topthe fabric  color    hangs im glad       store       small  waaay  low   sized    xs    perfect  basically fit     small    higher    bra wouldnt show",0,3,0,0,3,0,0,2,1,4
"3073"," quality     dress    beautiful  torso  lined   tulle   super poofy   waist     made   busty gal     dd  fabric     arm pits making  narrow coverage   chest   dress  short waisted     empire      worked    lovely    work    super thin  sad  ",0,1,0,0,2,1,1,1,0,2
"3074"," reference   athleticmuscular body type broad shoulders slim hips",0,0,0,0,0,0,0,0,0,1
"3075"," wanted  love  dress soooo   wanted   holidays  special occasions   broad shoulders   chest worked    crisscrossed bodice accentuated  larger top   wasnt  poof   skirt  balance   im    work beautifully   body types     worked  mine   sparkly necklace  dangling earrings   high bun   ",0,1,1,0,2,0,1,2,0,4
"3076"," dress   pretty versatile  high quality im planning  wear    wedding   holiday season coming            fabric   comfortable   top part    soft   wear  xs petite  dress     liiiiiittle  long     waist   tiny bit  loose        manageable    dress  ivory top",0,6,0,0,2,0,0,4,1,4
"3077","beautiful   material    lot  happy   purchase",0,1,0,0,2,0,0,1,0,2
"3078"," dont     beginthis   dress   seasons    holiday season  bought  specifically   guise   holiday part       black velvet blazer  black patent leather heels     amazing part    wore   work   cardigan  booties   problem  coworkers  amazed   transition    slim velvet belt   antiqueish  clasp   wore  day        cherry",1,1,0,2,1,2,0,0,4,5
"3079"," yellow    bright   pic   tee shirt base color    whiteoatmeal making  shirt    drab  person    pics fit     special      returning",0,0,0,0,1,1,0,1,1,1
"3080"," dress  gorgeous     sheer      layers",0,0,0,0,1,0,0,0,0,1
"3081"," pretty runs true  size waist  higher    photo   reviewers  stated correct fit  important   arm openings    big  thought    sized       waist   lower  arms   large",0,2,0,0,1,1,0,2,1,2
"3082"," dress fit perfectly    fit    shows   model     color represents  nicely  person         dress   priced       wear  dress   isnt  basic black     remembered  people    wear        price    high ",0,0,0,0,0,1,0,1,2,1
"3083","    sale  clearance     keeper   full price   color combination    ",0,0,0,0,0,0,0,1,0,2
"3084","   small   width  shoulders length  fine",0,0,0,0,0,0,0,0,1,0
"3085"," skirt   beautiful style cut  pattern    surprised    sale    great price    medium sweater knit    clingy    slight flair  great  boots",0,0,0,0,1,0,1,0,0,1
"3086","   days ago   worn     days    perfect beautiful autumn dress  fabric  textured  slightly colorvaried       black   charcoal depth  fabric   thin sweater knit     texture   thicker       hoped    thicker        thicker      movement        figureflattering   thinness    warm  buy   oth",0,1,0,0,2,2,0,2,2,3
"3087","    top  bought  cream color    flattering      shear    wear  cami underneath           large side",0,2,0,0,2,0,1,2,1,3
"3088"," tunic    priced   style  quality  fit comfortably runs  size larger     flattering  jut kind  hangs         deep    cut   work top    top   support  price    felt     find  department store       returning ",0,2,1,0,2,0,1,3,0,4
"3089","      favorite shirts   neckline  straight    cut        button  runs large   low neck  bagginess makes  feel  loose   taste    ordered  xs  back   sweater    long   comfortable fabric  nice quality ",0,1,0,0,1,0,0,1,0,1
"3090","   shirt   love    keeping  shirt hoping    arms  summer      top  black shorts  shirt  cling   draping sort  fabric   love   drapes   front      happy   arms     cardi     underarm area   open  ill wear  bandeau   wear    cardi",1,2,1,1,2,2,0,3,3,3
"3091"," wine color  beautiful   idea   knot front   back   good    fabrics  thin   back      knit shows  single bodily imperfection      quintessential tall  thin   dont mind showing  bra      suggest skipping  ",0,1,0,0,2,0,1,2,1,2
"3092"," fabric  color   nice    cut     unsuited    short        proportionally short torso   split hits   completely wrong place  taller    love ",0,0,0,0,1,0,0,0,2,2
"3093","   beautiful dress figurehugging  covered   places    color  flattering  soft wore  bainbridge layered necklace bought   afternoon function  wore  pumps  versatile  work  church  cocktail party",0,1,0,0,3,0,0,1,0,3
"3094","great purchase",0,0,0,0,0,0,0,0,0,0
"3095","  love  top  show    bathing suit cover    pics    wear mine   top   cami  beautiful   expensive     exchange  usual size   smaller",0,1,0,0,2,0,0,6,1,5
"3096","   great top     big    similar top    brand   size small fits  expected  top  easily  inches wider    love  exchange    extra small   afraid    size    large  blue pattern  beautiful   fabric  light  airy   perfect  warm days   size issue    control",1,3,0,1,3,1,0,3,3,6
"3097"," bought     store   ordered   online  love  top  loose  hangs        compliments    comfy  cute pockets      ",0,2,0,0,1,0,0,1,0,4
"3098"," didnt      blouse       website         sold    seethrough    cami underneath  blouse   worn  casually   work   feature    silk   tag  dry clean    absolutely hand wash  blouse  cold water  air dry       perfect   wrinkles    usual small im    lbs  love  versatile  blouse  ",0,1,0,0,3,1,0,3,3,6
"3099"," geometrical pattern   sweater  slightly asymmetrical  nice geometry    colors   muted  subtle  compared   picture    excited      transparent bag   delight faded   pulled  sweater    weighs  ton  thread   color runs    sweater    thread       typical sweater   runs large     xl     sweater  lost ",0,2,0,0,2,1,1,1,1,2
"3100","  lots  compliments",0,0,0,0,0,0,0,0,0,0
"3101","fabric  thin    thin perfect  summer  fall   roll  higher     full length  ankle depends   leg length ",0,1,0,0,1,1,0,1,1,2
"3102","fit  relaxed    loose  pants  stretchy   comfortable   bigger thighs  calves  small waist  flat butts      fan  skinny pantsyoga pants     problem finding  perfect pants  dont show   silhouette   bottoms  pants solved ",0,1,0,1,1,1,0,2,2,1
"3103"," purchased  dress   graduation  colors    intense  bright    online im kind  concerned      carnival tent    style   fabric feels cheap   cost   dress  fabric   syntheticthe fit  great  dress  true  size",1,1,1,3,3,1,2,3,2,3
"3104","beautiful dress wonderful fabric   made  runs  small  sad  wanted  dress   special event",0,0,0,0,3,0,1,1,1,3
"3105"," recently purchased  tunic  sale  cut   top  flattering   curvy figure     cinched  waist  embroidery  lovely   bright   shades  colors  wore   black leggingsboots   green cardigan  received  compliments",0,2,0,0,3,2,1,3,1,5
"3106","material  slightly thin good transitional dress  spring  fall  waist     fitted       neck  sleeves  perfect  length  good    short    lbs xs fit pretty    good purchase    workhorse work dress    wow dress    nice  pair  blazers jewelry dont regret  purchase  comfortable  compliments   wore",0,4,0,0,3,2,1,3,2,3
"3107","  festival dress epitomized flowery flowy romantic styling   layers   muted color pattern   retains heat    polyester good thing  skirt  swishy  air  legs   distress    length petite  sold    bought  regular   intention  wearing platform wedges    long   hem   lose  lot   pretty blue pattern",2,5,2,2,4,3,4,3,2,5
"3108","  hoped  bulky knit   cuddly  soft  suri  type  alpaca   title  dont    blend  polyamide  royal baby alpaca  fine merino threw     felt   store      picked   unimpressed",0,1,0,0,1,0,0,1,1,3
"3109","   eyeing  top  awhile  decided        sale     nice top im   pair   jeans  boots   florida fall     working   nice pair  pants   roomy   youre     fitted    pass   top",0,1,0,0,0,1,0,1,1,2
"3110"," love  shirt  gorgeous    night wore  today  received compliments  day long",0,1,0,0,2,0,0,0,0,3
"3111","",0,0,0,0,0,0,0,0,0,0
"3112"," dont   good  tunic length tops    magic     seaming   front totally hides  postbaby pooch  bad  baby  turned    pooch isnt   ",1,1,1,1,2,1,1,1,1,2
"3113","",0,0,0,0,0,0,0,0,0,0
"3114","adore",0,1,0,0,1,0,0,1,0,1
"3115"," love  dress",0,0,0,0,1,0,0,0,0,1
"3116","   cute",0,0,0,0,0,0,0,0,0,1
"3117","   dress    brand hutch    exact  shapestyle    excited       similar    dress  love",0,1,0,0,2,0,1,1,0,2
"3118","  ft   lbs  medium fits perfectly",1,0,0,0,0,0,0,0,1,0
"3119"," snug   top   tight   skirt  full    full",0,1,0,0,0,0,0,1,0,2
"3120"," fabric  slightly thinner   expected      lot    change  thing     inch longerhits  tiny bit    knee   ",0,1,0,1,0,0,0,0,0,0
"3121"," bought     fourth pair   comfy flattering  versatile   pretty  live   cargos   weekends",0,1,0,0,2,0,0,1,0,2
"3122"," mustard colour   stronger      picture   wasnt pretty     sleeves   wide   makes   good  petite frames   opinion   run big   ordered           retailer clothes         make   boxy  bad     pretty shirt  ",1,2,1,1,2,1,1,2,1,2
"3123","  coveted  pair  flower camos   sister   wear   perfect fitted    casual        thought     finally found    didnt   covet  sisters pants    check   boxescomfy stylish high quality    end   day  bag    wore      pulling  upa belt      love  pants    bit disappointed    lose  shape",3,3,3,2,4,2,2,4,5,5
"3124","love  top  cut  nice   similar   previous    denim love hte colors   looked awful   skin tone ",1,1,1,1,1,1,0,1,1,2
"3125","",0,0,0,0,0,0,0,0,0,0
"3126","sizing  true  size     regular size  petite    fine  usual        tjhis top   looser fit    boxy  lace part   nice added detial  plaid  soft flannel color   salmon colr  navy   dominant color washed     fair love  ",1,1,0,2,1,1,0,3,2,5
"3127"," love  color block concept   top    boxy  shirt  pretty  square   top  super itchy    cute online  nogo  person",0,2,0,0,2,0,0,2,0,4
"3128"," received    mail today       minute      looked   mirror    unique piece  compliment black pants  jeans  hope     wear   leggings   covers  bum          leggings    fabric  nice   fits   compliments  figure   longer   appears   model   recommend  give       sale price",1,3,1,0,2,2,3,4,4,6
"3129","   beautiful simple  feminine top   tight   bust        size      busty  reference      im     small  xsmall        small",0,1,0,0,1,0,0,1,1,2
"3130","  high hopes    positive reviews   didnt work   nice stretchy fabric  nice length    bunchy   front  didnt lay   didnt   bust  favors      pear shaped hopeless  ",0,0,0,1,0,1,0,0,1,0
"3131"," ordered  normal size  found   top runs large  wanted  tie  front ties tighter  accentuate  waist        loose  fabric   stretchy  thin   top  longer    pictured   model  reference    lbs  wear  medium   top  medium   large",0,1,0,0,1,0,0,3,1,3
"3132"," love  shirt    eye    awhile  wasnt   size id       store       small   figured         large    fitted        chest    xs    perfect       lbs   small  cup   fits great  love ",1,2,0,0,2,0,0,1,2,3
"3133","   top    tie   front  material  stretchy  imagine   work   size  chest  wear   small  medium  thought id  safe order  medium  turned   fix    large im taking  back   smallas   keeper",0,2,0,0,1,0,0,3,2,2
"3134","   loving   crosses  ties   stomach area  hide whats left    recent pregnancy  tunic fits  bill  material   perfect amount  stretch   length       petite  bought  usual size xs        tunic   petite size         short  plan  wearing   work  leggings   running errands   weather warms ",1,2,2,1,2,0,0,3,2,3
"3135"," wasnt immediately attracted   shirt  decided      loved  ",0,1,0,0,0,0,0,0,1,1
"3136","  comfortable   flattering im  small person   length wasnt overbearing     full   stitching   chest   shape   flattering   smaller chested person im     works   fuller person   guess    surprise ",1,0,0,1,2,0,2,0,2,4
"3137","love love  top  flattering shows   shoulders soft   delicate embroidery  typically order  xxsp  antro tops  im  petite  decided  order  xxsp  xxs     difference  xxs worked    xxsp   short  length  kind  looked      fit   child size top  xxs   perfect length    favorite     keeping    wardrobe   long long time",0,5,0,0,6,0,0,4,0,7
"3138"," top  fun   soft fabric     navy ad bright  great  summer  top  run large     medium  sized    small",0,2,0,0,1,0,0,1,1,2
"3139"," top  absolutely gorgeous     care tag      completely fell    wash   returning",0,1,0,0,1,1,0,1,1,3
"3140"," read   reviews   ordered  top     concerned   fabric   fine  neutral color    bland    wear   bright pants   expected   run large  ordered  small  tie   front makes  fit   dream    amazing   back",0,3,0,1,0,1,0,3,3,1
"3141","love  shirt    pregnant   shirt ties    baby bump  make    flattering pregnancy shirt     wearing  post pregnancy     tie   actual tie    tie   tight      fitted  loose      lbs  pregnant    size small   fits perfectly covers problems areas  butt  upper thighs  accentuates  waist  thinner area  legs  soft fabric  bit stretc",1,0,1,0,3,0,0,0,4,4
"3142"," looked  odd    decided  give       body type   found   odd   sleeve   bit  long   short    tight   bottom  top   large    unflattering      doesnt work     petite      return",0,2,0,0,1,1,0,2,1,2
"3143","love  top   comfortable   flatters   midsection versatile piece",0,1,0,0,1,0,0,1,0,2
"3144","love   wait  warmer weather  wear  sassy number",0,1,0,0,1,0,0,1,2,1
"3145","im    kind  bra  wear      fits  nicely   bust line    tasteful",1,0,0,0,1,0,0,2,2,2
"3146"," wanted  give   glowing review   ended  returning  cardigen  folds  top added     frame    suggest   heavier apple shapes      incredibly soft  warm  tan color  weird     simply gorgeous",0,1,1,0,1,0,0,2,1,3
"3147"," love  onesie    lot  complements   wear    issue    slightly  short   mid section    give  tiny bit   wedgie     significant   give   bad review  return    comfortable     size     issue     great",1,0,1,1,1,1,0,1,2,1
"3148","  leery   ordered    read  reviews  im busty   perfect    wear   bandeau underneath im     lbs   bra size   length  perfect ill  wearing   number winter  summer   fl     cute  boots  long sweater    mention   pockets",1,2,1,1,1,1,1,2,2,2
"3149","ive  bought  jumpsuit  loved  online     chance  ordered  im   lbs  bought  small   fits great  love  plastic   neckline    top  place  draping fabric   chest  great   small chest      fuller chest absolutely love  great buy   great price",1,1,0,0,1,0,1,1,2,2
"3150","     soft great fabric   comfy",0,0,0,0,0,0,0,0,0,0
"3151"," loved  contrast   front panels  sleevesback   sweater    coat    ease   sweater  arms   long        xs    live   laying  needed      lovely sweater",0,2,0,0,1,1,1,1,0,2
"3152","  searching   ivory cardigan   ordered    usual size small   extra small       xs looked      fitted   tad tight   arms  layered       good fit   acrylic   garment   itchy     neck  thought     case    chance    pockets add  bit  bulk   hip area     ",0,2,0,1,1,1,2,2,2,3
"3153"," tunic  simple   made     long    model       ",0,1,0,0,0,0,0,0,0,1
"3154","    sweater      couple flaws  sweater   snapped      snap   frontthere     inside   couple wears  snap started   loose    pulls    sweater   bit oversized    ordered  wrong size im    lbs  ordered  medium   ordered  small       love    color moss green   sweater  ",0,0,0,0,2,0,0,1,2,2
"3155","     store  fell  love    didnt buy      couldnt stop thinking   comfortable      back  purchased   soft   comfortable im glad   back  ",0,2,0,0,2,1,0,0,1,3
"3156"," love  color  style   sweater    eager  wear   ive     occasions   im concerned   quality   wondering     long version   sweater   shorter version     thin   sweater doesnt hit  mid thigh     upper thigh   measured   length   sweater         shorter length    model     longer   problem    fuzzy pa",1,2,0,2,2,2,1,3,3,4
"3157"," bought  dress   early fall wedding   wear  size   bought  large   loose  swingy  comfortable   big   size        dress   easy  wear    bring   vacation   pair  type  shoes flats sandals heels wedges    good",0,2,0,0,2,1,1,2,2,2
"3158","  surprised   soft      snaps   arm  definition   front  closure didnt    love   yesterday  mail wore   night highly recommend",0,2,0,0,2,1,1,1,0,3
"3159","  wanted       didnt      sorta bulky frame   big thighs   feel   place wearing leggings   im     target     looked  cute   wanted  give     waist   high   liking   leg openings   big  gave   stumpified ",0,0,0,0,1,0,0,1,0,2
"3160","     top  allbut   looked   fabric prior  purchasing       polyesteri thought   cotton     reason  didnt       piece  fabric   laces   modesty  refuses  lay flat  wrinkles    lacing making       wearing  undershirt  cami       top    long    top hitting  top  thigh",0,3,0,0,0,0,0,1,0,3
"3161"," top   reall",0,1,0,0,0,0,0,1,0,1
"3162","  sadly returning  dress    recommend    soft   loved  design   dress  comfortable   reason   returning   due   figure    fitted dress      revealing     ",0,0,0,0,0,1,0,1,1,2
"3163","      flattering dress    length   sleeves theyre  long   retailers   navy photo     pics  accurate   opinion   photo im wearing  xs regular  id   shorter    im       knee   run slightly small  im  aa    waist  hips   wear xspetite  retailer   xs fits  fine       fitted   waist xxs   bet",1,1,0,0,1,0,0,2,3,2
